"Var1","Var2","value"
"류승범","김강우",1
"박원상","김강우",1
"권병길","김강우",1
"김기천","김강우",1
"안길강","김강우",1
"김정팔","김강우",1
"임원희","김강우",1
"김규리","김강우",1
"이준혁","김강우",1
"박성웅","김강우",1
"온주완","김강우",1
"송영창","김강우",1
"박해일","김강우",1
"김효진","김강우",1
"윤여정","김강우",1
"기주봉","김강우",1
"주지훈","김강우",1
"황정민-2","김강우",1
"이선균","성현아",1
"최귀화","김영민",1
"안지혜","김영민",1
"전도연","김영민",1
"양동근","김영민",1
"손민석","김영민",1
"장현성","김영민",1
"조진웅","김영민",1
"마동석","김영민",1
"조승우","김영민",1
"이도경","김영민",1
"이용녀","김영민",1
"김중기","김영민",1
"김혜옥","김영민",1
"김호정","변요한",1
"설경구","공형진",1
"김수미","공형진",1
"김용건","공형진",1
"김인권","공형진",1
"신은경","공형진",1
"신현준","공형진",1
"한영수","공형진",1
"유준상","공형진",1
"김주혁","공형진",1
"조원희","공형진",1
"정호빈","공형진",1
"안진수","공형진",1
"최민금","공형진",1
"조학자","공형진",1
"김해곤","공형진",1
"임형준","공형진",1
"오정세","공형진",1
"조한철","공형진",1
"류덕환","공형진",1
"류현경","공형진",1
"신현준","김명국",1
"안진수","김명국",1
"김학철","김명국",1
"이해룡","김영철",1
"이승준","조복래",1
"김의성","조복래",1
"권해효","조복래",1
"윤계상","조복래",1
"조진웅","조복래",1
"박병은","조복래",1
"이해영","조복래",1
"진구","조복래",1
"배성우","허성태",1
"진선규","허성태",1
"조우진","허성태",1
"곽자형","허성태",1
"마동석","허성태",1
"송영창","허성태",1
"고수","허성태",1
"나갑성","남궁원",1
"배성우","박신혜",1
"유연석","박신혜",1
"이미도","박신혜",1
"조달환","박신혜",1
"안성기","박정학",1
"하지원","박정학",1
"정우성","박정학",1
"박철민","박정학",1
"유해진","박정학",1
"이한위","박정학",1
"박사랑","박근형",1
"전무송","박근형",1
"정준호","박근형",1
"성동일","박근형",1
"양택조","박근형",1
"김기주","박근형",1
"우현","박근형",1
"독고영재","박근형",1
"이준혁","박근형",1
"박상욱","박근형",1
"문정희","김수안",1
"천우희","김수안",1
"유연석","김수안",1
"이승준","김수안",1
"이경영","김수안",1
"성유빈","김수안",1
"마동석","김수안",1
"예수정","김수안",1
"박해일","김수안",1
"조희봉","김응수",1
"황정민-1","김응수",1
"정원중","김응수",1
"김희원","김응수",1
"김원해","김응수",1
"박용우","김응수",1
"송재호","김응수",1
"차승원","김응수",1
"강동원","김응수",1
"성동일","김응수",1
"백윤식","김응수",1
"박원상","김응수",1
"김상호","김응수",1
"주진모-1","김응수",1
"권병길","김응수",1
"박철민","김응수",1
"진경","김응수",1
"오달수","김응수",1
"권태원","김응수",1
"김기천","김응수",1
"김홍파","김응수",1
"안길강","김응수",1
"오태경","김응수",1
"이재구","김응수",1
"김병옥","김응수",1
"조승연","김응수",1
"조은지","김응수",1
"조상건","김응수",1
"유해진","김응수",1
"오정세","김응수",1
"예수정","김응수",1
"김동욱","김응수",1
"이한위","김응수",1
"변희봉","김응수",1
"조재현","손민석",1
"김영민","손민석",1
"장항선","조덕현",1
"공호석","조덕현",1
"문정희","조덕현",1
"강신일","조덕현",1
"김윤진","조덕현",1
"신하균","조덕현",1
"임하룡","조덕현",1
"김수로","조덕현",1
"이정헌","조덕현",1
"이경영","조덕현",1
"주진모-1","조덕현",1
"김기천","조덕현",1
"유승목","조덕현",1
"박희순","조덕현",1
"전국환","조덕현",1
"김세동","조덕현",1
"정재영","조덕현",1
"이용이","조덕현",1
"김병옥","조덕현",1
"조재윤","조덕현",1
"정인기","조덕현",1
"백도빈","조덕현",1
"조한철","조덕현",1
"송영창","조덕현",1
"류덕환","조덕현",1
"류승룡","조덕현",1
"이해영","조덕현",1
"손병호","조덕현",1
"안성기","방은진",1
"동방우","방은진",1
"조하석","박노식",1
"이승준","박노식",1
"송강호","박노식",1
"손영순","박노식",1
"김구택","박노식",1
"지대한","박노식",1
"박길수","박노식",1
"이재구","박노식",1
"문영동","박노식",1
"정민성","박노식",1
"박해일","박노식",1
"최덕문","박노식",1
"류승룡","박노식",1
"고서희","박노식",1
"김뢰하","박노식",1
"이한위","박노식",1
"변희봉","박노식",1
"양동근","이정진",1
"오달수","이정진",1
"김영선","한이진",1
"천우희","한이진",1
"이승준","한이진",1
"정경호-1","한이진",1
"이재구","한이진",1
"조진웅","한이진",1
"김정영","한이진",1
"류승룡","한이진",1
"김태훈","한이진",1
"진구","한이진",1
"김해숙","이동휘",1
"배성우","이동휘",1
"조우진","이동휘",1
"이하늬","이동휘",1
"이경영","이동휘",1
"김주혁","이동휘",1
"진경","이동휘",1
"유해진","이동휘",1
"오정세","이동휘",1
"송영창","이동휘",1
"한효주","이동휘",1
"양택조","김기주",1
"박근형","김기주",1
"윤일주","김기주",1
"이석구","김기주",1
"나갑성","김기주",1
"한명환","김기주",1
"박동룡","김기주",1
"이대근","김기주",1
"송금식","김기주",1
"남포동","김기주",1
"길달호","김기주",1
"손종학","박소담",1
"배성우","박소담",1
"오달수","박소담",1
"마동석","박소담",1
"진지희","박소담",1
"김시후","박소담",1
"김중기","박소담",1
"오희준","박소담",1
"유아인","박소담",1
"정석용","박소담",1
"김명곤","최종원",1
"김혜수","최종원",1
"박중훈","최종원",1
"안성기","최종원",1
"정보석","최종원",1
"조재현","최종원",1
"최진실","최종원",1
"김보성","최종원",1
"양택조","최종원",1
"이경영","최종원",1
"조선묵","최종원",1
"동방우","최종원",1
"김일우","최종원",1
"권병길","최종원",1
"김보연","최종원",1
"최학락","최종원",1
"전숙","최종원",1
"조주미","최종원",1
"조형기","최종원",1
"최동준","최종원",1
"엄춘배","최종원",1
"송영창","최종원",1
"김학철","최종원",1
"윤문식","최종원",1
"윤주상","최종원",1
"박예숙","최종원",1
"안병경","최종원",1
"남포동","최종원",1
"박충선","최종원",1
"서현우","장인섭",1
"최정우","김명민",1
"오달수","김명민",1
"박희순","김명민",1
"우현","김명민",1
"최무성","김명민",1
"정인기","김명민",1
"박혁권","김명민",1
"유재명","김명민",1
"기주봉","김명민",1
"김뢰하","김명민",1
"김상호","김호정",1
"변요한","김호정",1
"김기천","김호정",1
"김윤석","김호정",1
"강신일","강혜정",1
"유지태","강혜정",1
"박희순","강혜정",1
"류덕환","강혜정",1
"김혜옥","강혜정",1
"김영민","장현성",1
"조성하","장현성",1
"임원희","장현성",1
"김윤석","장현성",1
"최규환","장현성",1
"최귀화","류준열",1
"배성우","류준열",1
"조우진","류준열",1
"이하늬","류준열",1
"박해준","류준열",1
"이희준","김영재",1
"정진영","김영재",1
"이경영","김영재",1
"박철민","김영재",1
"박수영","김영재",1
"유승목","김영재",1
"박해일","김영재",1
"정영기","김영재",1
"엄상현","김서영",1
"정미숙","김서영",1
"양정화","김서영",1
"홍범기","김서영",1
"신용우","김서영",1
"이범수","김주혁",1
"김상호","김주혁",1
"공형진","김주혁",1
"이동휘","김주혁",1
"김민재","김주혁",1
"유해진","김주혁",1
"오정세","김주혁",1
"이미도","김주혁",1
"엄정화","김주혁",1
"김성령","김주혁",1
"문원주","김주혁",1
"조달환","김주혁",1
"기주봉","김주혁",1
"박진우","김주혁",1
"김선화","김인문",1
"김영애","김인문",1
"신은경","김인문",1
"임창정","김인문",1
"김수로","김인문",1
"박상면","김인문",1
"양택조","김인문",1
"김일우","김인문",1
"최주봉","김인문",1
"안진수","김인문",1
"조학자","김인문",1
"박길수","김인문",1
"국정환","김인문",1
"성지루","김인문",1
"이대근","김인문",1
"이원종","김인문",1
"박용팔","김인문",1
"문미봉","김인문",1
"전배수","장소연",1
"김갑수","이윤건",1
"김의성","이윤건",1
"김기방","이윤건",1
"김민종","신철진",1
"도용구","신철진",1
"정재진","신철진",1
"윤주상","정두홍",1
"배성우","유하준",1
"하정우","유하준",1
"최종률","최홍일",1
"김정팔","최홍일",1
"배성우","류태호",1
"김의성","류태호",1
"송재호","류태호",1
"안석환","류태호",1
"서평석","유성",1
"조학자","유성",1
"김경진","유성",1
"길달호","유성",1
"배성우","차태현",1
"송옥숙","차태현",1
"성동일","차태현",1
"오달수","차태현",1
"고창석","차태현",1
"박영서","차태현",1
"손예진","차태현",1
"박하선","차태현",1
"김향기","차태현",1
"정석용","차태현",1
"정원중","권병길",1
"박중훈","권병길",1
"송재호","권병길",1
"안성기","권병길",1
"최진실","권병길",1
"양택조","권병길",1
"백윤식","권병길",1
"김상호","권병길",1
"김일우","권병길",1
"김강우","권병길",1
"김응수","권병길",1
"최종원","권병길",1
"최학락","권병길",1
"조주미","권병길",1
"정인기","권병길",1
"길해연","권병길",1
"권용운","권병길",1
"윤여정","권병길",1
"박예숙","권병길",1
"임수정","권병길",1
"오광록","권병길",1
"소비아","민복기",1
"강리나","민복기",1
"오희찬","민복기",1
"신성하","민복기",1
"조희봉","박철민",1
"유승호","박철민",1
"김소진","박철민",1
"설경구","박철민",1
"김원해","박철민",1
"김인권","박철민",1
"신현준","박철민",1
"안성기","박철민",1
"이범수","박철민",1
"이정재","박철민",1
"전무송","박철민",1
"정준호","박철민",1
"하지원","박철민",1
"안석환","박철민",1
"이경영","박철민",1
"백윤식","박철민",1
"박원상","박철민",1
"오지혜","박철민",1
"조한선","박철민",1
"박정학","박철민",1
"김응수","박철민",1
"김영재","박철민",1
"조원희","박철민",1
"정경호-1","박철민",1
"권태원","박철민",1
"이주실","박철민",1
"민경진","박철민",1
"김병옥","박철민",1
"정성화","박철민",1
"유해진","박철민",1
"정인기","박철민",1
"오정세","박철민",1
"이미도","박철민",1
"박영서","박철민",1
"장광","박철민",1
"김상경","박철민",1
"손예진","박철민",1
"김중기","박철민",1
"문원주","박철민",1
"나문희","박철민",1
"이대연","박철민",1
"조달환","박철민",1
"기주봉","박철민",1
"진용욱","박철민",1
"안내상","박철민",1
"손병호","박철민",1
"박충선","박철민",1
"송새벽","박철민",1
"이한위","박철민",1
"김선영","박철민",1
"정석용","박철민",1
"신현준","조원희",1
"한영수","조원희",1
"이범수","조원희",1
"이정재","조원희",1
"정준호","조원희",1
"이미숙","조원희",1
"공형진","조원희",1
"박철민","조원희",1
"정호빈","조원희",1
"김병옥","조원희",1
"신현탁","조원희",1
"허준호","조원희",1
"김윤성","조원희",1
"김중기","조원희",1
"진용욱","조원희",1
"신현준","정호빈",1
"공형진","정호빈",1
"조원희","정호빈",1
"김해곤","정호빈",1
"이준혁","정호빈",1
"장영남","정호빈",1
"배성우","김보연",1
"안성기","김보연",1
"이경영","김보연",1
"최종원","김보연",1
"손창민","김보연",1
"박예숙","김보연",1
"천우희","박수영",1
"이승준","박수영",1
"김영애","박수영",1
"성동일","박수영",1
"이경영","박수영",1
"김상호","박수영",1
"김영재","박수영",1
"최병모","박수영",1
"박효주","박수영",1
"이준혁","박수영",1
"김윤석","박수영",1
"고아성","박수영",1
"유아인","박수영",1
"김향기","박수영",1
"김의성","윤계상",1
"조복래","윤계상",1
"마동석","윤계상",1
"김종수","윤계상",1
"조희봉","정경호-1",1
"예지원","정경호-1",1
"조재현","정경호-1",1
"한이진","정경호-1",1
"박철민","정경호-1",1
"오태경","정경호-1",1
"우현","정경호-1",1
"김유정","정경호-1",1
"기주봉","정경호-1",1
"손병호","정경호-1",1
"주현","정경호-1",1
"나갑성","김국현",1
"이대근","서창숙",1
"배성우","진경",1
"이경영","진경",1
"박원상","진경",1
"김응수","진경",1
"이동휘","진경",1
"오달수","진경",1
"조진웅","진경",1
"유해진","진경",1
"양택조","이승훈",1
"유해진","이승훈",1
"정석용","이승훈",1
"조영진","지대한",1
"김해숙","지대한",1
"설경구","지대한",1
"최진호","지대한",1
"김래원","지대한",1
"김인권","지대한",1
"동방우","지대한",1
"박노식","지대한",1
"서진원","지대한",1
"박길수","지대한",1
"유승목","지대한",1
"오태경","지대한",1
"김병옥","지대한",1
"김정태","지대한",1
"손예진","지대한",1
"강예원","지대한",1
"김기방","지대한",1
"이대연","지대한",1
"최덕문","지대한",1
"이해영","지대한",1
"안내상","지대한",1
"서영희","지대한",1
"고서희","지대한",1
"조희봉","오달수",1
"황정민-1","오달수",1
"정원중","오달수",1
"김해숙","오달수",1
"설경구","오달수",1
"강신일","오달수",1
"배성우","오달수",1
"김수미","오달수",1
"김혜수","오달수",1
"한석규","오달수",1
"배두나","오달수",1
"송강호","오달수",1
"송재호","오달수",1
"신하균","오달수",1
"이병헌","오달수",1
"이정재","오달수",1
"전지현","오달수",1
"최민식","오달수",1
"류승범","오달수",1
"이경영","오달수",1
"성유빈","오달수",1
"주진모-1","오달수",1
"정웅인","오달수",1
"이재용","오달수",1
"김응수","오달수",1
"이정진","오달수",1
"박소담","오달수",1
"김명민","오달수",1
"차태현","오달수",1
"진경","오달수",1
"김홍파","오달수",1
"유승목","오달수",1
"오태경","오달수",1
"신정근","오달수",1
"우현","오달수",1
"김병옥","오달수",1
"조진웅","오달수",1
"문소리","오달수",1
"이준혁","오달수",1
"최무성","오달수",1
"고창석","오달수",1
"유해진","오달수",1
"김윤석","오달수",1
"이성민","오달수",1
"장영남","오달수",1
"이문식","오달수",1
"최일화","오달수",1
"윤제문","오달수",1
"예수정","오달수",1
"정규수","오달수",1
"송영창","오달수",1
"류덕환","오달수",1
"김성령","오달수",1
"김시후","오달수",1
"하정우","오달수",1
"박해일","오달수",1
"남일우","오달수",1
"문원주","오달수",1
"정만식","오달수",1
"윤여정","오달수",1
"최덕문","오달수",1
"김남길","오달수",1
"조달환","오달수",1
"엄지원","오달수",1
"안내상","오달수",1
"김뢰하","오달수",1
"이영훈","오달수",1
"손병호","오달수",1
"송새벽","오달수",1
"류승수","오달수",1
"수애","오달수",1
"김향기","오달수",1
"라미란","오달수",1
"정석용","오달수",1
"손영순","현빈",1
"공정환","현빈",1
"박성웅","현빈",1
"장영남","현빈",1
"박진우","현빈",1
"강진아","오창경",1
"정민성","오창경",1
"정봉연","차룡",1
"최귀화","권태원",1
"황정민-1","권태원",1
"설경구","권태원",1
"문성근","권태원",1
"송재호","권태원",1
"심혜진","권태원",1
"안성기","권태원",1
"조재현","권태원",1
"최민식","권태원",1
"권현상","권태원",1
"김상호","권태원",1
"이두일","권태원",1
"권해효","권태원",1
"차인표","권태원",1
"김일우","권태원",1
"주진모-1","권태원",1
"김응수","권태원",1
"박철민","권태원",1
"김기천","권태원",1
"박길수","권태원",1
"이주실","권태원",1
"민경진","권태원",1
"조진웅","권태원",1
"유해진","권태원",1
"정인기","권태원",1
"김윤석","권태원",1
"오정세","권태원",1
"이용녀","권태원",1
"송영창","권태원",1
"김상경","권태원",1
"김종수","권태원",1
"박용팔","권태원",1
"엄지원","권태원",1
"손병호","권태원",1
"이한위","권태원",1
"라미란","권태원",1
"정우혁","김미영",1
"강기화","정희태",1
"최덕문","정희태",1
"장항선","김기천",1
"김병춘","김기천",1
"장유","김기천",1
"이제훈","김기천",1
"안성기","김기천",1
"유오성","김기천",1
"천호진","김기천",1
"김수로","김기천",1
"성동일","김기천",1
"이경영","김기천",1
"박원상","김기천",1
"김상호","김기천",1
"주진모-1","김기천",1
"김성균","김기천",1
"김강우","김기천",1
"김응수","김기천",1
"조덕현","김기천",1
"김호정","김기천",1
"권태원","김기천",1
"박길수","김기천",1
"이주실","김기천",1
"민경진","김기천",1
"김병옥","김기천",1
"김정태","김기천",1
"조진웅","김기천",1
"김정팔","김기천",1
"조재윤","김기천",1
"이준혁","김기천",1
"백도빈","김기천",1
"김광규","김기천",1
"곽도원","김기천",1
"박혁권","김기천",1
"이용녀","김기천",1
"장광","김기천",1
"송영창","김기천",1
"조석현","김기천",1
"정만식","김기천",1
"임수정","김기천",1
"최규환","김기천",1
"이지훈","김기천",1
"엄태웅","김기천",1
"김하늘","이천희",1
"강동원","이천희",1
"동방우","이천희",1
"조한선","이천희",1
"김수현","이천희",1
"최무성","이천희",1
"정우혁","이천희",1
"최영준","이정희",1
"장동일","이정희",1
"박지수","이정희",1
"강리나","안진수",1
"신은경","안진수",1
"한영수","안진수",1
"양택조","안진수",1
"동방우","안진수",1
"공형진","안진수",1
"김명국","안진수",1
"김인문","안진수",1
"윤일주","안진수",1
"조학자","안진수",1
"이석구","안진수",1
"박부양","안진수",1
"나갑성","안진수",1
"장정국","안진수",1
"정영국","안진수",1
"박동룡","안진수",1
"유일문","안진수",1
"최명호","안진수",1
"이대근","안진수",1
"송금식","안진수",1
"홍윤정","안진수",1
"하재영","안진수",1
"김형자","안진수",1
"박예숙","안진수",1
"이무정","안진수",1
"박용팔","안진수",1
"문미봉","안진수",1
"서영화","조덕제",1
"김정팔","조덕제",1
"강신철","김홍파",1
"황정민-1","김홍파",1
"배성우","김홍파",1
"조우진","김홍파",1
"박종환","김홍파",1
"이엘","김홍파",1
"김의성","김홍파",1
"이병헌","김홍파",1
"이정재","김홍파",1
"최민식","김홍파",1
"이경영","김홍파",1
"백윤식","김홍파",1
"김대명","김홍파",1
"성유빈","김홍파",1
"주진모-1","김홍파",1
"김응수","김홍파",1
"오달수","김홍파",1
"김병옥","김홍파",1
"문소리","김홍파",1
"조승우","김홍파",1
"조재윤","김홍파",1
"박성웅","김홍파",1
"남문철","김홍파",1
"이성민","김홍파",1
"곽도원","김홍파",1
"박병은","김홍파",1
"하정우","김홍파",1
"박지환","김홍파",1
"남일우","김홍파",1
"정만식","김홍파",1
"박진우","김홍파",1
"라미란","김홍파",1
"손영순","최민금",1
"공형진","최민금",1
"조학자","최민금",1
"박길수","최민금",1
"김경익","최민금",1
"윤일봉","진봉진",1
"윤일주","진봉진",1
"주상호","진봉진",1
"박동룡","진봉진",1
"송금식","진봉진",1
"홍윤정","진봉진",1
"윤주상","진봉진",1
"서평석","윤일주",1
"심형래","윤일주",1
"이경영","윤일주",1
"조선묵","윤일주",1
"김기주","윤일주",1
"안진수","윤일주",1
"진봉진","윤일주",1
"주상호","윤일주",1
"이인옥","윤일주",1
"김경란","윤일주",1
"조학자","윤일주",1
"이석구","윤일주",1
"박부양","윤일주",1
"김성수","윤일주",1
"나갑성","윤일주",1
"국정환","윤일주",1
"장정국","윤일주",1
"전숙","윤일주",1
"박동룡","윤일주",1
"유일문","윤일주",1
"홍윤정","윤일주",1
"주호성","윤일주",1
"김예령","윤일주",1
"박예숙","윤일주",1
"박용팔","윤일주",1
"문미봉","윤일주",1
"서평석","오희찬",1
"한영수","오희찬",1
"민복기","오희찬",1
"조학자","오희찬",1
"남정희","오희찬",1
"김성수","오희찬",1
"나갑성","오희찬",1
"최민","오희찬",1
"박동룡","오희찬",1
"김경진","오희찬",1
"이무정","오희찬",1
"박용팔","오희찬",1
"길달호","오희찬",1
"문미봉","오희찬",1
"심형래","정봉연",1
"차룡","정봉연",1
"주상호","정봉연",1
"이석구","정봉연",1
"박동룡","정봉연",1
"정진영","추귀정",1
"주진모-1","추귀정",1
"박명신","추귀정",1
"정민성","추귀정",1
"안내상","추귀정",1
"손병호","추귀정",1
"지대한","서진원",1
"신정근","서진원",1
"최덕문","서진원",1
"고서희","서진원",1
"서평석","주상호",1
"심형래","주상호",1
"이해룡","주상호",1
"조재현","주상호",1
"진봉진","주상호",1
"윤일주","주상호",1
"정봉연","주상호",1
"조학자","주상호",1
"이석구","주상호",1
"박부양","주상호",1
"김성수","주상호",1
"나갑성","주상호",1
"국정환","주상호",1
"장정국","주상호",1
"박동룡","주상호",1
"홍충길","주상호",1
"최동준","주상호",1
"장동일","주상호",1
"홍윤정","주상호",1
"박예숙","주상호",1
"박용팔","주상호",1
"안병경","주상호",1
"남포동","주상호",1
"홍석연","주상호",1
"문미봉","주상호",1
"서평석","이인옥",1
"문성근","이인옥",1
"양택조","이인옥",1
"김일우","이인옥",1
"윤일주","이인옥",1
"김경란","이인옥",1
"조학자","이인옥",1
"국정환","이인옥",1
"최동준","이인옥",1
"박용팔","이인옥",1
"문미봉","이인옥",1
"서평석","김경란",1
"문성근","김경란",1
"배종옥","김경란",1
"이대로","김경란",1
"정보석","김경란",1
"윤일주","김경란",1
"이인옥","김경란",1
"조학자","김경란",1
"박부양","김경란",1
"나갑성","김경란",1
"장정국","김경란",1
"조주미","김경란",1
"박예숙","김경란",1
"박용팔","김경란",1
"문미봉","김경란",1
"문성근","조학자",1
"신은경","조학자",1
"심혜진","조학자",1
"김일우","조학자",1
"공형진","조학자",1
"김인문","조학자",1
"유성","조학자",1
"안진수","조학자",1
"최민금","조학자",1
"윤일주","조학자",1
"오희찬","조학자",1
"주상호","조학자",1
"이인옥","조학자",1
"김경란","조학자",1
"이석구","조학자",1
"박부양","조학자",1
"남정희","조학자",1
"김성수","조학자",1
"나갑성","조학자",1
"장정국","조학자",1
"전숙","조학자",1
"정영국","조학자",1
"박동룡","조학자",1
"유일문","조학자",1
"홍충길","조학자",1
"장동일","조학자",1
"박예숙","조학자",1
"박용팔","조학자",1
"길달호","조학자",1
"문미봉","조학자",1
"박중훈","이석구",1
"심형래","이석구",1
"김기주","이석구",1
"안진수","이석구",1
"윤일주","이석구",1
"정봉연","이석구",1
"주상호","이석구",1
"조학자","이석구",1
"박부양","이석구",1
"국정환","이석구",1
"전숙","이석구",1
"박동룡","이석구",1
"이혜진","이석구",1
"조주미","이석구",1
"홍충길","이석구",1
"이대근","이석구",1
"송금식","이석구",1
"이혜영","이석구",1
"장동일","이석구",1
"선우용여","이석구",1
"박예숙","이석구",1
"박용팔","이석구",1
"남포동","이석구",1
"길달호","이석구",1
"문미봉","이석구",1
"설경구","박길수",1
"이승준","박길수",1
"문성근","박길수",1
"안성기","박길수",1
"박용수","박길수",1
"정우성","박길수",1
"박원상","박길수",1
"권해효","박길수",1
"박노식","박길수",1
"김인문","박길수",1
"지대한","박길수",1
"권태원","박길수",1
"김기천","박길수",1
"최민금","박길수",1
"유승목","박길수",1
"최학락","박길수",1
"정재영","박길수",1
"민경진","박길수",1
"김병옥","박길수",1
"문소리","박길수",1
"독고영재","박길수",1
"정민성","박길수",1
"정만식","박길수",1
"윤주상","박길수",1
"이대연","박길수",1
"정영기","박길수",1
"고서희","박길수",1
"김경익","박길수",1
"손병호","박길수",1
"이한위","박길수",1
"기주봉","허기호",1
"서평석","박부양",1
"문성근","박부양",1
"심혜진","박부양",1
"조재현","박부양",1
"안진수","박부양",1
"윤일주","박부양",1
"주상호","박부양",1
"김경란","박부양",1
"조학자","박부양",1
"이석구","박부양",1
"김성수","박부양",1
"나갑성","박부양",1
"이혜진","박부양",1
"이창훈","박부양",1
"박예숙","박부양",1
"박용팔","박부양",1
"문미봉","박부양",1
"조희봉","유승목",1
"이희준","유승목",1
"황정민-1","유승목",1
"강신일","유승목",1
"김인권","유승목",1
"정진영","유승목",1
"주진모-1","유승목",1
"조덕현","유승목",1
"김영재","유승목",1
"지대한","유승목",1
"오달수","유승목",1
"박길수","유승목",1
"남정희","유승목",1
"김민재","유승목",1
"박희순","유승목",1
"전국환","유승목",1
"김세동","유승목",1
"정재영","유승목",1
"신정근","유승목",1
"이용이","유승목",1
"조성하","유승목",1
"김정팔","유승목",1
"문소리","유승목",1
"조재윤","유승목",1
"이준혁","유승목",1
"정인기","유승목",1
"김윤석","유승목",1
"정우혁","유승목",1
"장영남","유승목",1
"박혁권","유승목",1
"윤제문","유승목",1
"조한철","유승목",1
"예수정","유승목",1
"송영창","유승목",1
"이영란","유승목",1
"하정우","유승목",1
"정만식","유승목",1
"류승룡","유승목",1
"정영기","유승목",1
"기주봉","유승목",1
"고서희","유승목",1
"전배수","유승목",1
"박지일","최종률",1
"최홍일","최종률",1
"박희순","최종률",1
"김정팔","최종률",1
"박명신","최종률",1
"서평석","남정희",1
"임창정","남정희",1
"오희찬","남정희",1
"조학자","남정희",1
"유승목","남정희",1
"김경진","남정희",1
"이영란","남정희",1
"한명구","남정희",1
"박용팔","남정희",1
"문미봉","남정희",1
"김원해","이주실",1
"김인권","이주실",1
"송재호","이주실",1
"유지태","이주실",1
"박철민","이주실",1
"권태원","이주실",1
"김기천","이주실",1
"안길강","이주실",1
"박영서","이주실",1
"한예리","이주실",1
"이한위","이주실",1
"이범수","안길강",1
"김강우","안길강",1
"김응수","안길강",1
"이주실","안길강",1
"박영서","안길강",1
"이용녀","안길강",1
"이기영","안길강",1
"이한위","안길강",1
"이희준","김민재",1
"최귀화","김민재",1
"황정민-1","김민재",1
"김소진","김민재",1
"김희원","김민재",1
"배성우","김민재",1
"김의성","김민재",1
"정진영","김민재",1
"성동일","김민재",1
"이경영","김민재",1
"박정민","김민재",1
"김상호","김민재",1
"박지일","김민재",1
"김대명","김민재",1
"김주혁","김민재",1
"유승목","김민재",1
"김민희","김민재",1
"김정태","김민재",1
"조성하","김민재",1
"마동석","김민재",1
"조재윤","김민재",1
"박성웅","김민재",1
"오정세","김민재",1
"이도경","김민재",1
"이미도","김민재",1
"송영창","김민재",1
"조석현","김민재",1
"김성령","김민재",1
"고아성","김민재",1
"이종구","김민재",1
"정만식","김민재",1
"진구","김민재",1
"한수연","김민재",1
"송새벽","김민재",1
"조희봉","김수현",1
"황정민-1","김수현",1
"류승범","김수현",1
"김구택","김수현",1
"이천희","김수현",1
"마동석","김수현",1
"고서희","김수현",1
"이다윗","박희순",1
"김무열","박희순",1
"조우진","박희순",1
"김의성","박희순",1
"이경영","박희순",1
"박지일","박희순",1
"주진모-1","박희순",1
"조덕현","박희순",1
"김명민","박희순",1
"강혜정","박희순",1
"유승목","박희순",1
"최종률","박희순",1
"전국환","박희순",1
"조재윤","박희순",1
"최무성","박희순",1
"고창석","박희순",1
"김준배","박희순",1
"김윤석","박희순",1
"오정세","박희순",1
"하정우","박희순",1
"박해일","박희순",1
"유다인","박희순",1
"김중기","박희순",1
"최덕문","박희순",1
"기주봉","박희순",1
"김경익","박희순",1
"정석용","박희순",1
"장유","전국환",1
"배호근","전국환",1
"엄지성","전국환",1
"이하늬","전국환",1
"김인권","전국환",1
"최정우","전국환",1
"조덕현","전국환",1
"유승목","전국환",1
"박희순","전국환",1
"김세동","전국환",1
"이용이","전국환",1
"고창석","전국환",1
"정인기","전국환",1
"윤제문","전국환",1
"조석현","전국환",1
"안내상","전국환",1
"문정희","김세동",1
"강신일","김세동",1
"동방우","김세동",1
"조덕현","김세동",1
"유승목","김세동",1
"전국환","김세동",1
"김종구","김세동",1
"조성하","김세동",1
"정인기","김세동",1
"박명신","김세동",1
"이용녀","김세동",1
"조한철","김세동",1
"송영창","김세동",1
"이대연","김세동",1
"서현우","김병철",1
"고창석","김병철",1
"문영동","김병철",1
"이일재","김해곤",1
"김수미","김해곤",1
"신현준","김해곤",1
"공형진","김해곤",1
"정호빈","김해곤",1
"임형준","김해곤",1
"신현준","최학락",1
"이병헌","최학락",1
"진희경","최학락",1
"이경영","최학락",1
"김일우","최학락",1
"최종원","최학락",1
"권병길","최학락",1
"박길수","최학락",1
"윤주상","최학락",1
"유지태","오태경",1
"김응수","오태경",1
"정경호-1","오태경",1
"지대한","오태경",1
"오달수","오태경",1
"윤제문","오태경",1
"장항선","황석정",1
"설경구","황석정",1
"박정민","황석정",1
"양익준","황석정",1
"김재록","황석정",1
"이대연","황석정",1
"공호석","정재영",1
"설경구","정재영",1
"강신일","정재영",1
"배성우","정재영",1
"서영화","정재영",1
"문성근","정재영",1
"신하균","정재영",1
"안성기","정재영",1
"예지원","정재영",1
"김대명","정재영",1
"유준상","정재영",1
"주진모-1","정재영",1
"조덕현","정재영",1
"박길수","정재영",1
"유승목","정재영",1
"김민희","정재영",1
"김종구","정재영",1
"이철민","정재영",1
"허준호","정재영",1
"임원희","정재영",1
"유선","정재영",1
"유해진","정재영",1
"김준배","정재영",1
"장영남","정재영",1
"이도경","정재영",1
"정규수","정재영",1
"장광","정재영",1
"송영창","정재영",1
"류덕환","정재영",1
"류승룡","정재영",1
"김남길","정재영",1
"최원영","정재영",1
"이해영","정재영",1
"이한위","정재영",1
