"Var1","Var2","value"
"유해진","김종수",1
"이성민","김종수",1
"곽도원","김종수",1
"곽인준","김종수",1
"하정우","김종수",1
"박지환","김종수",1
"손종학","조달환",1
"배성우","조달환",1
"유연석","조달환",1
"천호진","조달환",1
"이경영","조달환",1
"허준석","조달환",1
"김상호","조달환",1
"박신혜","조달환",1
"김주혁","조달환",1
"박철민","조달환",1
"오달수","조달환",1
"손병욱","조달환",1
"고창석","조달환",1
"오정세","조달환",1
"이미도","조달환",1
"최일화","조달환",1
"손현주","조달환",1
"김재화","조달환",1
"강진아","정영기",1
"이주승","정영기",1
"김영재","정영기",1
"박길수","정영기",1
"유승목","정영기",1
"윤제문","정영기",1
"강신철","김재화",1
"한예리","김재화",1
"조달환","김재화",1
"최규환","김재화",1
"이지훈","김재화",1
"서평석","박예숙",1
"박중훈","박예숙",1
"이해룡","박예숙",1
"동방우","박예숙",1
"최종원","박예숙",1
"권병길","박예숙",1
"김보연","박예숙",1
"안진수","박예숙",1
"윤일주","박예숙",1
"주상호","박예숙",1
"김경란","박예숙",1
"조학자","박예숙",1
"이석구","박예숙",1
"박부양","박예숙",1
"나갑성","박예숙",1
"한명환","박예숙",1
"정영국","박예숙",1
"이혜진","박예숙",1
"조주미","박예숙",1
"박용팔","박예숙",1
"문미봉","박예숙",1
"강리나","이무정",1
"이해룡","이무정",1
"한영수","이무정",1
"양택조","이무정",1
"안진수","이무정",1
"오희찬","이무정",1
"유연실","이무정",1
"최명호","이무정",1
"한태일","이무정",1
"남포동","이무정",1
"길달호","이무정",1
"양택조","한태일",1
"조형기","한태일",1
"주호성","한태일",1
"이무정","한태일",1
"박용팔","한태일",1
"서평석","박용팔",1
"문성근","박용팔",1
"배종옥","박용팔",1
"심형래","박용팔",1
"심혜진","박용팔",1
"안성기","박용팔",1
"임창정","박용팔",1
"정보석","박용팔",1
"송옥숙","박용팔",1
"양택조","박용팔",1
"이경영","박용팔",1
"조선묵","박용팔",1
"동방우","박용팔",1
"이두일","박용팔",1
"홍경인","박용팔",1
"김일우","박용팔",1
"김인문","박용팔",1
"권태원","박용팔",1
"안진수","박용팔",1
"윤일주","박용팔",1
"오희찬","박용팔",1
"주상호","박용팔",1
"이인옥","박용팔",1
"김경란","박용팔",1
"조학자","박용팔",1
"이석구","박용팔",1
"박부양","박용팔",1
"남정희","박용팔",1
"나갑성","박용팔",1
"국정환","박용팔",1
"한명환","박용팔",1
"장정국","박용팔",1
"전숙","박용팔",1
"정영국","박용팔",1
"박동룡","박용팔",1
"조주미","박용팔",1
"유일문","박용팔",1
"허준호","박용팔",1
"이창훈","박용팔",1
"주호성","박용팔",1
"한명구","박용팔",1
"박예숙","박용팔",1
"한태일","박용팔",1
"안병경","박용팔",1
"남포동","박용팔",1
"문미봉","박용팔",1
"이희준","기주봉",1
"서영화","기주봉",1
"김의성","기주봉",1
"박중훈","기주봉",1
"송강호","기주봉",1
"신하균","기주봉",1
"예지원","기주봉",1
"유오성","기주봉",1
"장동건","기주봉",1
"정진영","기주봉",1
"조재현","기주봉",1
"주진모-2","기주봉",1
"류승범","기주봉",1
"김영호","기주봉",1
"김새벽","기주봉",1
"서태화","기주봉",1
"정운택","기주봉",1
"유준상","기주봉",1
"김성균","기주봉",1
"이재용","기주봉",1
"김강우","기주봉",1
"김명민","기주봉",1
"김주혁","기주봉",1
"박철민","기주봉",1
"정경호-1","기주봉",1
"허기호","기주봉",1
"유승목","기주봉",1
"박희순","기주봉",1
"김민희","기주봉",1
"민경진","기주봉",1
"원웅재","기주봉",1
"문창길","기주봉",1
"정재진","기주봉",1
"문소리","기주봉",1
"김혜나","기주봉",1
"조재윤","기주봉",1
"이준혁","기주봉",1
"정인기","기주봉",1
"박성웅","기주봉",1
"송선미","기주봉",1
"박명신","기주봉",1
"엄정화","기주봉",1
"오대환","기주봉",1
"이용녀","기주봉",1
"예수정","기주봉",1
"이원종","기주봉",1
"송영창","기주봉",1
"한예리","기주봉",1
"김상경","기주봉",1
"고아성","기주봉",1
"유다인","기주봉",1
"윤여정","기주봉",1
"이대연","기주봉",1
"이선균","기주봉",1
"손병호","기주봉",1
"정석용","기주봉",1
"임창정","최성국",1
"손현주","최성국",1
"신이","최성국",1
"박진희","최원영",1
"정재영","최원영",1
"장광","최원영",1
"전무송","김세준",1
"김보성","김세준",1
"최주봉","김세준",1
"조희봉","염정아",1
"지진희","염정아",1
"임수정","염정아",1
"변희봉","염정아",1
"이경영","김동욱",1
"김응수","김동욱",1
"임원희","김동욱",1
"김광규","김동욱",1
"하정우","김동욱",1
"신성하","유영국",1
"이기우","임수정",1
"김상호","임수정",1
"권병길","임수정",1
"김기천","임수정",1
"이용녀","임수정",1
"염정아","임수정",1
"안성기","김형일",1
"김강우","주지훈",1
"최병모","주지훈",1
"임원희","주지훈",1
"마동석","주지훈",1
"장광","주지훈",1
"장유","정유미",1
"서영화","정유미",1
"박혜진","정유미",1
"문성근","정유미",1
"유준상","정유미",1
"문소리","정유미",1
"박혁권","정유미",1
"예수정","정유미",1
"이선균","정유미",1
"공유","정유미",1
"엄태웅","정유미",1
"유아인","정유미",1
"정석용","정유미",1
"김희원","엄지원",1
"임창정","엄지원",1
"김상호","엄지원",1
"오달수","엄지원",1
"권태원","엄지원",1
"김정태","엄지원",1
"장현성","최규환",1
"김기천","최규환",1
"조진웅","최규환",1
"정만식","최규환",1
"김재화","최규환",1
"이지훈","최규환",1
"차태현","박하선",1
"이범수","봉태규",1
"주진모-1","봉태규",1
"공효진","봉태규",1
"문소리","봉태규",1
"성지루","봉태규",1
"윤여정","봉태규",1
"고서희","봉태규",1
"신은경","안병경",1
"심혜진","안병경",1
"이대로","안병경",1
"이얼","안병경",1
"최종원","안병경",1
"주상호","안병경",1
"홍충길","안병경",1
"정경순","안병경",1
"최동준","안병경",1
"홍윤정","안병경",1
"박용팔","안병경",1
"문미봉","안병경",1
"이범수","진용욱",1
"이정재","진용욱",1
"정준호","진용욱",1
"박철민","진용욱",1
"조원희","진용욱",1
"김병옥","진용욱",1
"김중기","진용욱",1
"서영희","진용욱",1
"박소담","오희준",1
"이은우","김태훈",1
"이제훈","김태훈",1
"이승준","김태훈",1
"한이진","김태훈",1
"조진웅","김태훈",1
"박병은","김태훈",1
"류승룡","김태훈",1
"강신일","박진우",1
"손종학","박진우",1
"배성우","박진우",1
"조우진","박진우",1
"이엘","박진우",1
"김의성","박진우",1
"이병헌","박진우",1
"이경영","박진우",1
"백윤식","박진우",1
"김대명","박진우",1
"정웅인","박진우",1
"김주혁","박진우",1
"현빈","박진우",1
"김홍파","박진우",1
"김종구","박진우",1
"김병옥","박진우",1
"공정환","박진우",1
"조승우","박진우",1
"조재윤","박진우",1
"유해진","박진우",1
"남일우","박진우",1
"정만식","박진우",1
"이희준","이선균",1
"예지원","이선균",1
"유준상","이선균",1
"주진모-1","이선균",1
"성현아","이선균",1
"최무성","이선균",1
"류덕환","이선균",1
"최덕문","이선균",1
"기주봉","이선균",1
"정유미","이선균",1
"서평석","남포동",1
"박중훈","남포동",1
"송옥숙","남포동",1
"김보성","남포동",1
"양택조","남포동",1
"김일우","남포동",1
"김기주","남포동",1
"최종원","남포동",1
"주상호","남포동",1
"이석구","남포동",1
"국정환","남포동",1
"박동룡","남포동",1
"김경진","남포동",1
"허준호","남포동",1
"홍충길","남포동",1
"임옥경","남포동",1
"조형기","남포동",1
"이무정","남포동",1
"박용팔","남포동",1
"길달호","남포동",1
"김의성","공유",1
"백일섭","공유",1
"김선아","공유",1
"정유미","공유",1
"김혜옥","공유",1
"이승연","박희본",1
"양익준","박희본",1
"김재록","박희본",1
"오정세","박희본",1
"박혁권","박희본",1
"조한철","박희본",1
"서영희","박희본",1
"김성균","임현성",1
"김병옥","임현성",1
"조진웅","임현성",1
"이성민","임현성",1
"길해연","임현성",1
"하정우","임현성",1
"황정민-1","이해영",1
"공호석","이해영",1
"이승준","이해영",1
"김원해","이해영",1
"신하균","이해영",1
"이정현","이해영",1
"차승원","이해영",1
"주진모-1","이해영",1
"조복래","이해영",1
"조덕현","이해영",1
"지대한","이해영",1
"정재영","이해영",1
"이철민","이해영",1
"조진웅","이해영",1
"장영남","이해영",1
"정규수","이해영",1
"송영창","이해영",1
"류승룡","이해영",1
"이한위","이해영",1
"신현준","김혜옥",1
"전도연","김혜옥",1
"김영옥","김혜옥",1
"김영민","김혜옥",1
"강혜정","김혜옥",1
"박민지","김혜옥",1
"공유","김혜옥",1
"조희봉","안내상",1
"설경구","안내상",1
"박중훈","안내상",1
"이범수","안내상",1
"임창정","안내상",1
"박철민","안내상",1
"지대한","안내상",1
"오달수","안내상",1
"추귀정","안내상",1
"전국환","안내상",1
"신정근","안내상",1
"우현","안내상",1
"성지루","안내상",1
"정성화","안내상",1
"유해진","안내상",1
"박명신","안내상",1
"이문식","안내상",1
"박해일","안내상",1
"이대연","안내상",1
"손병호","안내상",1
"류현경","안내상",1
"변희봉","안내상",1
"이범수","조안",1
"최덕문","조안",1
"신하균","황정민-2",1
"백윤식","황정민-2",1
"김강우","황정민-2",1
"윤여정","황정민-2",1
"유순철","서영희",1
"배종옥","서영희",1
"임창정","서영희",1
"성동일","서영희",1
"지대한","서영희",1
"이용이","서영희",1
"권상우","서영희",1
"박효주","서영희",1
"박현영","서영희",1
"김유정","서영희",1
"손현주","서영희",1
"진용욱","서영희",1
"박희본","서영희",1
"이경영","진구",1
"조복래","진구",1
"한이진","진구",1
"김민재","진구",1
"이미도","진구",1
"윤제문","진구",1
"이경영","김민준",1
"이준혁","김민준",1
"김기주","길달호",1
"유성","길달호",1
"오희찬","길달호",1
"조학자","길달호",1
"이석구","길달호",1
"송금식","길달호",1
"정인철","길달호",1
"신성하","길달호",1
"이무정","길달호",1
"남포동","길달호",1
"송재호","고서희",1
"박노식","고서희",1
"지대한","고서희",1
"서진원","고서희",1
"박길수","고서희",1
"유승목","고서희",1
"김수현","고서희",1
"조한철","고서희",1
"최덕문","고서희",1
"봉태규","고서희",1
"변희봉","고서희",1
"배두나","김뢰하",1
"송강호","김뢰하",1
"이범수","김뢰하",1
"류승범","김뢰하",1
"허준석","김뢰하",1
"박원상","김뢰하",1
"김상호","김뢰하",1
"박노식","김뢰하",1
"김명민","김뢰하",1
"오달수","김뢰하",1
"우현","김뢰하",1
"이종혁","김뢰하",1
"김규리","김뢰하",1
"이성민","김뢰하",1
"손창민","김뢰하",1
"고수희","김뢰하",1
"전혜진","김뢰하",1
"박해일","김뢰하",1
"고아성","김뢰하",1
"변희봉","김뢰하",1
"오달수","이영훈",1
"배성우","한수연",1
"이환","한수연",1
"김의성","한수연",1
"박중훈","한수연",1
"김상호","한수연",1
"김민재","한수연",1
"남문철","한수연",1
"오정세","한수연",1
"최민금","김경익",1
"박길수","김경익",1
"박희순","김경익",1
"김재록","김경익",1
"김정팔","김경익",1
"정민성","김경익",1
"최덕문","김경익",1
"조영진","손병호",1
"설경구","손병호",1
"송강호","손병호",1
"박용수","손병호",1
"정우성","손병호",1
"박원상","손병호",1
"조덕현","손병호",1
"박철민","손병호",1
"정경호-1","손병호",1
"오달수","손병호",1
"권태원","손병호",1
"추귀정","손병호",1
"박길수","손병호",1
"조성하","손병호",1
"문소리","손병호",1
"공정환","손병호",1
"박명신","손병호",1
"김예령","손병호",1
"윤주상","손병호",1
"기주봉","손병호",1
"안내상","손병호",1
"박충선","손병호",1
"류승수","손병호",1
"이한위","손병호",1
"유승호","박충선",1
"박용우","박충선",1
"안석환","박충선",1
"이경영","박충선",1
"오지혜","박충선",1
"박해준","박충선",1
"최종원","박충선",1
"박철민","박충선",1
"민경진","박충선",1
"김정태","박충선",1
"조성하","박충선",1
"유해진","박충선",1
"최동준","박충선",1
"손병호","박충선",1
"홍석연","박충선",1
"송새벽","박충선",1
"오광록","박충선",1
"문성근","홍석연",1
"방은희","홍석연",1
"안석환","홍석연",1
"권해효","홍석연",1
"주상호","홍석연",1
"민경진","홍석연",1
"정인기","홍석연",1
"박충선","홍석연",1
"문정희","송새벽",1
"류승범","송새벽",1
"박철민","송새벽",1
"오달수","송새벽",1
"김민재","송새벽",1
"오정세","송새벽",1
"이성민","송새벽",1
"이미도","송새벽",1
"김성령","송새벽",1
"류승룡","송새벽",1
"박충선","송새벽",1
"류현경","송새벽",1
"조희봉","임현식",1
"주진모-2","임현식",1
"이한위","임현식",1
"조희봉","류승수",1
"김선화","류승수",1
"박신양","류승수",1
"송강호","류승수",1
"정진영","류승수",1
"천호진","류승수",1
"김수로","류승수",1
"윤진서","류승수",1
"오달수","류승수",1
"신정근","류승수",1
"이문식","류승수",1
"윤제문","류승수",1
"정규수","류승수",1
"류승룡","류승수",1
"손병호","류승수",1
"공호석","이한위",1
"김상중","이한위",1
"한석규","이한위",1
"신하균","이한위",1
"안성기","이한위",1
"이범수","이한위",1
"김지영","이한위",1
"조재현","이한위",1
"차승원","이한위",1
"하지원","이한위",1
"성동일","이한위",1
"차인표","이한위",1
"주진모-1","이한위",1
"김구택","이한위",1
"박정학","이한위",1
"김응수","이한위",1
"박노식","이한위",1
"박철민","이한위",1
"권태원","이한위",1
"박길수","이한위",1
"이주실","이한위",1
"안길강","이한위",1
"정재영","이한위",1
"이철민","이한위",1
"신현탁","이한위",1
"권상우","이한위",1
"김광규","이한위",1
"장영남","이한위",1
"성병숙","이한위",1
"정규수","이한위",1
"신구","이한위",1
"이대연","이한위",1
"류승룡","이한위",1
"이해영","이한위",1
"손병호","이한위",1
"임현식","이한위",1
"배성우","류현경",1
"유연석","류현경",1
"이승준","류현경",1
"류승범","류현경",1
"박정민","류현경",1
"공형진","류현경",1
"정재영","류현경",1
"오정세","류현경",1
"안내상","류현경",1
"송새벽","류현경",1
"이경영","김선영",1
"박철민","김선영",1
"강신철","이지훈",1
"김희원","이지훈",1
"이경영","이지훈",1
"김성균","이지훈",1
"김기천","이지훈",1
"박병은","이지훈",1
"장광","이지훈",1
"하정우","이지훈",1
"전혜진","이지훈",1
"김재화","이지훈",1
"최규환","이지훈",1
"남도형","홍범기",1
"김서영","홍범기",1
"엄상현","홍범기",1
"양정화","홍범기",1
"신용우","홍범기",1
"오달수","수애",1
"주현","수애",1
"정석용","수애",1
"조희봉","주현",1
"임창정","주현",1
"하지원","주현",1
"정경호-1","주현",1
"수애","주현",1
"정석용","주현",1
"조희봉","오광록",1
"황정민-1","오광록",1
"김수로","오광록",1
"이얼","오광록",1
"박원상","오광록",1
"권병길","오광록",1
"조성하","오광록",1
"박해일","오광록",1
"김중기","오광록",1
"박충선","오광록",1
"이봉규","오광록",1
"신현준","권오중",1
"조영진","엄태웅",1
"설경구","엄태웅",1
"강신일","엄태웅",1
"강성진","엄태웅",1
"김기천","엄태웅",1
"문소리","엄태웅",1
"이미도","엄태웅",1
"정규수","엄태웅",1
"정유미","엄태웅",1
"안성기","김명수",1
"이도경","김명수",1
"전미선","변희봉",1
"배두나","변희봉",1
"송강호","변희봉",1
"이범수","변희봉",1
"차승원","변희봉",1
"김수로","변희봉",1
"김응수","변희봉",1
"박노식","변희봉",1
"신정근","변희봉",1
"우현","변희봉",1
"이재구","변희봉",1
"임원희","변희봉",1
"유해진","변희봉",1
"김정은","변희봉",1
"고수희","변희봉",1
"윤제문","변희봉",1
"박해일","변희봉",1
"나문희","변희봉",1
"염정아","변희봉",1
"안내상","변희봉",1
"고서희","변희봉",1
"김뢰하","변희봉",1
"황정민-1","이봉규",1
"이얼","이봉규",1
"박원상","이봉규",1
"권해효","이봉규",1
"조은지","이봉규",1
"엄춘배","이봉규",1
"박해일","이봉규",1
"오광록","이봉규",1
"김해숙","유아인",1
"천호진","유아인",1
"박소담","유아인",1
"박수영","유아인",1
"박명신","유아인",1
"정유미","유아인",1
"황정민-1","전배수",1
"설경구","전배수",1
"강신일","전배수",1
"이승준","전배수",1
"김원해","전배수",1
"김래원","전배수",1
"김인권","전배수",1
"장동건","전배수",1
"정진영","전배수",1
"주진모-1","전배수",1
"정웅인","전배수",1
"장소연","전배수",1
"유승목","전배수",1
"정규수","전배수",1
"박해일","전배수",1
"성동일","김향기",1
"차태현","김향기",1
"박수영","김향기",1
"오달수","김향기",1
"장영남","김향기",1
"박혁권","김향기",1
"최귀화","라미란",1
"황정민-1","라미란",1
"설경구","라미란",1
"김희원","라미란",1
"배성우","라미란",1
"이설구","라미란",1
"조재현","라미란",1
"최민식","라미란",1
"박정민","라미란",1
"김상호","라미란",1
"오달수","라미란",1
"권태원","라미란",1
"김홍파","라미란",1
"손병욱","라미란",1
"문소리","라미란",1
"이준혁","라미란",1
"고창석","라미란",1
"김광규","라미란",1
"엄정화","라미란",1
"박병은","라미란",1
"오성태","라미란",1
"성병숙","라미란",1
"정규수","라미란",1
"유재명","라미란",1
"엄지성","정석용",1
"김의성","정석용",1
"신하균","정석용",1
"안성기","정석용",1
"정진영","정석용",1
"박소담","정석용",1
"차태현","정석용",1
"박철민","정석용",1
"이승훈","정석용",1
"오달수","정석용",1
"박희순","정석용",1
"신정근","정석용",1
"조은지","정석용",1
"유해진","정석용",1
"박명신","정석용",1
"진지희","정석용",1
"박영서","정석용",1
"정규수","정석용",1
"하정우","정석용",1
"선우선","정석용",1
"기주봉","정석용",1
"정유미","정석용",1
"수애","정석용",1
"주현","정석용",1
"조영진","이무생",1
"남도형","신용우",1
"김서영","신용우",1
"이장원","신용우",1
"엄상현","신용우",1
"양정화","신용우",1
"홍범기","신용우",1
"이다윗","고수",1
"배성우","고수",1
"한석규","고수",1
"박지일","고수",1
"허성태","고수",1
"마동석","고수",1
"정인기","고수",1
"박성웅","고수",1
"윤다경","고수",1
"서평석","문미봉",1
"김용건","문미봉",1
"문성근","문미봉",1
"배종옥","문미봉",1
"이대로","문미봉",1
"정보석","문미봉",1
"김인문","문미봉",1
"안진수","문미봉",1
"윤일주","문미봉",1
"오희찬","문미봉",1
"주상호","문미봉",1
"이인옥","문미봉",1
"김경란","문미봉",1
"조학자","문미봉",1
"이석구","문미봉",1
"박부양","문미봉",1
"남정희","문미봉",1
"나갑성","문미봉",1
"한명환","문미봉",1
"장정국","문미봉",1
"박동룡","문미봉",1
"홍충길","문미봉",1
"장동일","문미봉",1
"홍윤정","문미봉",1
"박예숙","문미봉",1
"박용팔","문미봉",1
"안병경","문미봉",1
